time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,mhe_quality,mhe_solve_ms,mhe_V_m_s,mhe_gamma_rad,mhe_chi_rad,mhe_p_rad_s,mhe_q_rad_s,mhe_r_rad_s,mhe_alpha_rad,mhe_beta_rad,mhe_phi_rad,mhe_h_scaled,mhe_xg_scaled,mhe_yg_scaled,mhe_bgx_rad_s,mhe_bgy_rad_s,mhe_bgz_rad_s,mhe_wn_m_s,mhe_we_m_s
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,0.000000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.100000,0.000000,0.000000,5.7296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7400,ARMED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1729,0.3891,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0000,0.0000,0.0000,0.0000,0.0000,343.0559,1,0.300000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.28723707,0.76995830,1200.0000,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100,-0.7694,-0.7460,4.9748,5.0889,4393519.0296,4259900.7930,1795675.2109,1200.0145,0.2365,0.186722,10.6984,0.001857,0.1064,0.0148,0.1000,13.5340,5.0889,0.991432,0.004954,0.130525,-0.000652,0.5725,15.0000,0.0000,0.100000,-0.000001,0.000000,5.7296,-0.0001,0.0000,787.1446,-0.0001,-0.0100,787.1470,0.0000,0.0000,-0.0000,-0.0009,0.0000,12.7101,LAUNCH,-2.527102,-1.800992,-0.024944,0.018190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000009,-0.000925,0.000009,-0.000068,0.981680,0.572017,0.2366,0.0145,0.0000,5.0746,0.3817,0.0000,6.0957,0.6369,0.0000,6.3130,-0.0000,-0.0001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7127,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.3151,6.3151,6.3151,-0.0000,-0.0001,343.0559,1,0.622124,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,5.0746,0.0000,-0.3817,-0.000263,-0.000799,0.000008,-0.0151,-0.0458,0.0005,-0.000009,-0.000925,0.000009,0.28723711,0.76995830,1200.0145,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200,-1.5555,-1.5081,10.8868,11.1002,4393518.9134,4259900.6804,1795676.0014,1200.0832,1.0403,0.170951,9.7947,0.003402,0.1949,0.0324,0.1000,64.3922,11.1002,0.991397,0.009905,0.130511,-0.001304,1.1449,14.9990,0.0000,0.099876,-0.000608,0.000012,5.7225,-0.0349,0.0007,807.0159,-0.0041,-0.2085,807.0633,0.0000,0.0000,-0.0001,-0.0193,0.0004,12.6751,LAUNCH,-2.330519,-1.655656,-0.045709,0.033325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000101,-0.019255,0.000388,-0.000147,0.960191,0.571938,1.0405,0.0832,0.0000,11.0545,1.0065,0.0000,6.5321,0.7576,0.0000,6.4902,-0.0000,-0.0017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7104,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.4925,6.4925,6.4925,-0.0000,-0.0017,343.0557,1,0.530345,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,11.0545,0.0000,-1.0065,-0.002848,-0.016646,0.000394,-0.1632,-0.9537,0.0226,-0.000101,-0.019225,0.000387,0.28723724,0.76995830,1200.0832,0.060000,5.4125,38.496049,-0.543889,0.012393,0.070292,-0.136913,-0.003482,0.161383,0.016241,0.129254,0.008497,4393.528733,4259.903695,0.024909,0.030000,-0.000776,-4.996612,0.019960
0.300,-2.3471,-2.2756,17.2428,17.5499,4393518.7183,4259900.4912,1795677.4047,1200.2202,2.4630,0.161606,9.2594,0.004822,0.2763,0.0512,0.1000,160.9586,17.5499,0.991350,0.014840,0.130385,-0.001951,1.7152,14.9854,0.0000,0.099230,-0.005470,0.000164,5.6855,-0.3134,0.0094,866.4846,-0.0362,-1.2337,866.7591,0.0000,0.0000,-0.0004,-0.1136,0.0034,12.6376,LAUNCH,-2.206982,-1.562663,-0.064759,0.047163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000407,-0.113558,0.003427,-0.000231,0.937188,0.571853,2.4634,0.2202,0.0000,17.4625,1.7497,0.0001,6.6866,0.8107,0.0001,6.9892,-0.0003,-0.0100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.7081,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],6.9916,6.9916,6.9916,-0.0003,-0.0100,343.0552,1,0.491083,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,17.4625,0.0001,-1.7497,-0.011422,-0.098226,0.003495,-0.6545,-5.6279,0.2002,-0.000407,-0.113272,0.003419,0.28723746,0.76995830,1200.2202,0.300000,1.9544,37.234045,0.252340,0.942927,0.065156,-0.152943,0.020113,0.104153,0.024355,1.403660,0.021335,4393.524841,4259.910888,0.030000,0.030000,-0.029952,-4.999992,-4.999992
0.400,-3.1337,-3.0382,23.7588,24.1564,4393518.4441,4259900.2254,1795679.4562,1200.4351,4.5382,0.154566,8.8560,0.006104,0.3498,0.0704,0.1000,304.9440,24.1564,0.991352,0.019625,0.129727,-0.002568,2.2681,14.9106,0.0000,0.090317,-0.023605,0.000935,5.1748,-1.3525,0.0536,835.9601,-0.1585,-4.3959,836.9159,0.0000,0.0000,-0.0082,-0.3167,0.0128,12.5993,LAUNCH,-2.190866,-1.214131,-0.079013,0.049010,0.147862,-0.537733,-0.075663,0.275187,0.002875,-0.010456,-0.008224,-0.316694,0.012784,-0.000318,0.913671,0.571767,4.5390,0.4351,0.0000,24.0220,2.5450,0.0002,6.4228,0.7634,0.0004,6.7635,-0.0013,-0.0356,0.029002,0.030376,-0.005804,-0.007179,-0.018090,0.000687,0.011599,0.0000,0.0000,0.0000,-0.7041,6.3442,-0.0000,-0.021475,0.000807,0.013055,1.7660,0,1,0.0000,0.0000,0.033723,0.035337,-0.007612,-0.009226,1.000000,[],6.7659,6.7658,6.7658,-0.0013,-0.0356,343.0545,1,0.476368,24.0220,0.0002,-2.5450,24.0220,0.0002,-2.5451,24.0220,0.0002,-2.5450,-0.230999,-0.273826,0.013140,-13.2352,-15.6891,0.7529,-0.008224,-0.315295,0.012733,0.28723779,0.76995830,1200.4351,0.300000,1.9870,35.950789,-0.005641,0.305479,0.067353,-0.034082,-0.026130,-0.005174,0.034531,1.601372,-0.004341,4393.525099,4259.900392,0.030000,0.025111,0.030000,-4.999997,-4.999997
0.500,-3.9000,-3.7806,30.0137,30.5012,4393518.0922,4259899.8843,1795682.1467,1200.7274,7.2567,0.147747,8.4653,0.006909,0.3959,0.0889,0.1000,486.1551,30.5012,0.991540,0.023211,0.127671,-0.002986,2.6820,14.6741,0.0003,0.047176,-0.062596,0.003095,2.7030,-3.5865,0.1773,804.7017,-0.4457,-11.1725,807.0590,0.0000,0.0000,-0.0226,-0.5449,0.0320,12.5625,LAUNCH,-2.190760,-0.821891,-0.087405,0.048298,0.254092,-0.921848,-0.163188,0.593152,0.005086,-0.018499,-0.022565,-0.544895,0.032021,-0.000401,0.891121,0.571684,7.2581,0.7274,0.0001,30.3228,3.2939,0.0006,6.3165,0.7654,0.0014,6.5296,-0.0036,-0.0907,0.051190,0.053622,-0.024138,-0.026570,-0.038880,0.001216,0.013526,0.0000,0.0000,0.0000,-0.6979,6.3440,-0.0000,-0.045763,0.001310,0.012822,1.8050,0,1,0.0000,0.0000,0.057274,0.059894,-0.031631,-0.034251,1.000000,[],6.5325,6.5319,6.5319,-0.0036,-0.0907,343.0536,1,0.462242,30.3228,0.0006,-3.2939,30.3228,0.0006,-3.2939,30.3228,0.0006,-3.2939,-0.633852,-0.470072,0.030595,-36.3171,-26.9331,1.7530,-0.022565,-0.540412,0.031842,0.28723822,0.76995830,1200.7274,0.300000,1.8836,43.565010,-0.131452,0.311117,-0.029485,-0.063797,0.039694,0.040406,0.016213,0.464524,-0.011367,4393.530682,4259.902194,0.030000,0.029999,-0.030000,-3.724537,-4.601226
0.600,-4.6443,-4.5003,36.1690,36.7426,4393517.6649,4259899.4701,1795685.4551,1201.0940,10.5976,0.136952,7.8468,0.006520,0.3736,0.1071,0.1071,705.4500,36.7426,0.992073,0.023769,0.123357,-0.002916,2.7456,14.1758,0.0047,-0.026474,-0.109303,0.006890,-1.5168,-6.2626,0.3948,812.7871,-0.7573,-20.1144,816.9865,0.0000,0.0000,-0.0244,-0.4270,0.0487,12.5264,POWERED_ASCENT,-2.148674,-0.350911,-0.080901,0.040055,0.315295,-1.143774,-0.262665,0.952924,0.006110,-0.022219,-0.024360,-0.427049,0.048746,-0.000483,0.868961,0.571602,10.5996,1.0940,0.0002,36.5193,4.0448,0.0020,6.3870,0.7693,0.0037,6.6143,-0.0062,-0.1637,0.069006,0.071925,-0.051761,-0.054680,-0.061843,0.001459,0.008623,0.0000,0.0000,0.0000,-0.6913,6.3439,-0.0000,-0.064837,0.001486,0.007655,1.7960,0,1,0.0000,0.0000,0.071006,0.073978,-0.055697,-0.058669,1.000000,[],6.6185,6.6165,6.6165,-0.0062,-0.1637,343.0524,1,0.448589,36.5193,0.0020,-4.0448,36.5193,0.0020,-4.0448,36.5193,0.0020,-4.0448,-0.684291,-0.363864,0.039394,-39.2070,-20.8479,2.2571,-0.024360,-0.417336,0.048380,0.28723874,0.76995830,1201.0940,0.300000,1.8452,36.924881,0.071474,0.200317,-0.045346,-0.090249,0.026893,0.071049,0.004809,0.121279,0.014849,4393.528225,4259.902373,0.030000,0.029986,-0.030000,0.890734,-3.810298
0.700,-5.4016,-5.2295,42.3917,43.0533,4393517.1628,4259898.9838,1795689.3824,1201.5363,14.5613,0.123354,7.0676,0.004971,0.2848,0.1255,0.1255,968.5450,43.0533,0.992871,0.021105,0.117288,-0.002297,2.4382,13.4738,0.0229,-0.073956,-0.128999,0.010175,-4.2374,-7.3911,0.5830,811.4313,-0.7668,-25.9842,817.0188,0.0000,0.0000,-0.0071,-0.0150,0.0389,12.4899,POWERED_ASCENT,-2.021709,-0.009000,-0.059658,0.023297,0.341589,-1.239711,-0.321391,1.166204,0.006456,-0.023466,-0.007069,-0.015037,0.038926,-0.000565,0.846540,0.571519,14.5640,1.5363,0.0005,42.7849,4.7995,0.0056,6.4808,0.7534,0.0080,6.6225,-0.0063,-0.2121,0.076251,0.079328,-0.071231,-0.074307,-0.075279,0.001538,0.002510,0.0000,0.0000,0.0000,-0.6912,6.3437,-0.0000,-0.076677,0.001539,0.001686,1.7700,0,1,0.0000,0.0000,0.076824,0.079902,-0.073452,-0.076529,1.000000,[],6.6282,6.6248,6.6248,-0.0063,-0.2121,343.0509,1,0.434734,42.7849,0.0056,-4.7995,42.7849,0.0056,-4.7996,42.7849,0.0056,-4.7995,-0.198600,-0.001029,0.024375,-11.3789,-0.0589,1.3966,-0.007069,-0.000344,0.038492,0.28723937,0.76995830,1201.5363,0.300000,1.7855,46.209606,0.083337,0.074189,-0.113948,-0.053812,0.027523,0.088117,0.003260,0.100321,0.012750,4393.535191,4259.902156,0.030000,-0.030000,-0.029026,4.999996,-0.677617
0.800,-6.1913,-5.9842,48.6983,49.4537,4393516.5835,4259898.4233,1795693.9368,1202.0534,19.1565,0.110468,6.3294,0.003087,0.1769,0.1442,0.1442,1277.8598,49.4537,0.993654,0.017288,0.111132,-0.001422,2.0001,12.7620,0.0597,-0.075847,-0.114042,0.011615,-4.3457,-6.5341,0.6655,799.9396,-0.5923,-31.3804,807.0700,0.0000,0.0000,0.0048,0.2916,0.0153,12.4529,POWERED_ASCENT,-1.850565,0.132269,-0.034929,0.006950,0.334069,-1.212517,-0.328086,1.190767,0.005883,-0.021375,0.004821,0.291578,0.015322,-0.000649,0.823846,0.571436,19.1601,2.0534,0.0014,49.1426,5.5386,0.0135,6.5638,0.7393,0.0147,6.5482,-0.0048,-0.2569,0.075084,0.077880,-0.075538,-0.078334,-0.076709,0.001398,-0.000227,0.0000,0.0000,0.0000,-0.6952,6.3435,-0.0000,-0.076279,0.001360,-0.000436,1.8970,0,1,0.0000,0.0000,0.074483,0.077203,-0.075356,-0.078075,1.000000,[],6.5554,6.5504,6.5504,-0.0049,-0.2570,343.0493,1,0.420495,49.1426,0.0135,-5.5386,49.1426,0.0135,-5.5387,49.1426,0.0135,-5.5386,0.135375,0.271852,0.004682,7.7564,15.5760,0.2683,0.004821,0.311947,0.014937,0.28724009,0.76995830,1202.0534,0.300000,1.6939,54.525545,0.116987,0.014769,-0.122391,-0.055961,0.013057,0.095285,0.002282,0.033193,0.007275,4393.526447,4259.899314,0.030000,-0.030000,-0.011435,-4.999998,-1.357611
0.900,-7.0117,-6.7595,55.0790,55.9335,4393515.9236,4259897.7863,1795699.1244,1202.6435,24.3904,0.100676,5.7683,0.001455,0.0833,0.1630,0.1630,1634.5719,55.9335,0.994241,0.013970,0.106251,-0.000558,1.6216,12.1982,0.1090,-0.059270,-0.080588,0.011068,-3.3959,-4.6173,0.6341,828.1305,-0.3143,-36.6471,836.9341,0.0000,0.0000,0.0058,0.3620,-0.0102,12.4156,POWERED_ASCENT,-1.689527,0.128382,-0.014491,-0.003626,0.300704,-1.091544,-0.303492,1.101669,0.004469,-0.016228,0.005832,0.362012,-0.010225,-0.000733,0.800965,0.571351,24.3950,2.6434,0.0034,55.5816,6.2638,0.0279,6.6542,0.7492,0.0227,6.7993,-0.0026,-0.3009,0.069561,0.071679,-0.070330,-0.072449,-0.071005,0.001059,-0.000385,0.0000,0.0000,0.0000,-0.7022,6.3432,-0.0001,-0.069105,0.000950,-0.000315,1.8890,0,1,0.0000,0.0000,0.067840,0.069740,-0.068470,-0.070370,1.000000,[],6.8083,6.8016,6.8016,-0.0026,-0.3010,343.0473,1,0.405867,55.5816,0.0279,-6.2638,55.5816,0.0279,-6.2640,55.5816,0.0279,-6.2638,0.163807,0.339877,-0.013796,9.3855,19.4735,-0.7904,0.005832,0.388888,-0.010456,0.28724092,0.76995830,1202.6435,0.300000,1.7877,67.781249,0.128326,0.014621,-0.086195,-0.013689,0.005467,0.097931,0.002255,0.007080,0.017913,4393.538393,4259.899493,0.029998,-0.030000,0.001718,-4.482132,-1.360434
