time_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,velocity_total_m_s,position_x_m,position_y_m,position_z_m,altitude_m,ground_range_m,alpha_rad,alpha_deg,beta_rad,beta_deg,mach,mach_aero,q_dynamic_Pa,airspeed_m_s,quat_w,quat_x,quat_y,quat_z,roll_deg,pitch_deg,yaw_deg,omega_x_rad_s,omega_y_rad_s,omega_z_rad_s,omega_x_deg_s,omega_y_deg_s,omega_z_deg_s,force_x_N,force_y_N,force_z_N,thrust_x_N,thrust_y_N,thrust_z_N,moment_x_Nm,moment_y_Nm,moment_z_Nm,mass_kg,flight_phase,CN_total,CM_total,CY_total,Cn_total,CN_delta,CM_delta,CN_control,CM_control,CY_control,Cn_control,M_roll_aero,M_pitch_aero,M_yaw_aero,xbc_m,propellant_fraction,cg_position_m,position_fur_x_m,position_fur_y_m,position_fur_z_m,velocity_fur_x_m_s,velocity_fur_y_m_s,velocity_fur_z_m_s,acceleration_fur_x_m_s2,acceleration_fur_y_m_s2,acceleration_fur_z_m_s2,acceleration_body_x_g,acceleration_body_y_g,acceleration_body_z_g,fin_1_rad,fin_2_rad,fin_3_rad,fin_4_rad,delta_pitch_rad,delta_yaw_rad,delta_roll_rad,wind_north_m_s,wind_east_m_s,wind_down_m_s,static_margin_cal,mpc_gamma_ref_deg,mpc_chi_ref_deg,mpc_delta_e_rad,mpc_delta_r_rad,mpc_delta_a_rad,mpc_solve_time_ms,mpc_solver_status,mpc_sqp_iterations,mpc_gamma_error_deg,mpc_chi_error_deg,actuator_cmd_fin1_rad,actuator_cmd_fin2_rad,actuator_cmd_fin3_rad,actuator_cmd_fin4_rad,fin_authority,safety_violations,g_force_total,g_force_axial,g_force_x,g_force_y,g_force_z,speed_of_sound_m_s,stage_number,CA,vel_ned_launch_north_m_s,vel_ned_launch_east_m_s,vel_ned_launch_down_m_s,vel_ned_north_m_s,vel_ned_east_m_s,vel_ned_down_m_s,vel_aero_north_m_s,vel_aero_east_m_s,vel_aero_down_m_s,angular_accel_x_rad_s2,angular_accel_y_rad_s2,angular_accel_z_rad_s2,angular_accel_x_deg_s2,angular_accel_y_deg_s2,angular_accel_z_deg_s2,total_moment_x_Nm,total_moment_y_Nm,total_moment_z_Nm,latitude_deg,longitude_deg,altitude_lla_m,accel_meas_x,accel_meas_y,accel_meas_z,gyro_meas_x,gyro_meas_y,gyro_meas_z,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z,mhe_quality,mhe_solve_ms,mhe_V_m_s,mhe_gamma_rad,mhe_chi_rad,mhe_p_rad_s,mhe_q_rad_s,mhe_r_rad_s,mhe_alpha_rad,mhe_beta_rad,mhe_phi_rad,mhe_h_scaled,mhe_xg_scaled,mhe_yg_scaled,mhe_bgx_rad_s,mhe_bgy_rad_s,mhe_bgz_rad_s,mhe_wn_m_s,mhe_we_m_s
0.000,0.0000,0.0000,0.0000,0.0000,4393519.0677,4259900.8300,1795674.9799,1200.0000,0.0000,-2.615335,-149.8476,0.000000,0.0000,0.0233,0.1000,33.4466,8.0000,0.991445,0.000000,0.130526,0.000000,0.0000,15.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0290,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0082,-0.0000,12.7400,ARMED,4.111000,2.569000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008061,0.000000,-0.000000,1.000000,0.572085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6146,0.7779,-0.0053,0.0000,0.0002,-0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,8.0000,0.0000,-0.6249,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],0.0002,0.0000,0.0000,0.0002,-0.0000,343.0559,1,0.530642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-8.0000,-0.0000,0.000000,0.007083,-0.000021,0.0000,0.4058,-0.0012,0.000000,0.008202,-0.000025,0.28723707,0.76995830,1200.0000,0.043970,0.041163,0.003302,0.001916,0.000795,-0.001461,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100,-0.7907,-0.7740,6.4392,6.5336,4393519.0286,4259900.7917,1795675.2792,1200.0323,0.3025,0.144698,8.2906,-0.886237,-50.7776,0.0301,0.1000,55.7991,10.3330,0.991446,-0.000006,0.130514,-0.000020,-0.0010,14.9986,-0.0024,-0.000000,-0.000597,-0.001021,-0.0000,-0.0342,-0.0585,1005.9353,-0.7157,-0.4090,1005.8853,-0.8271,-0.3343,-0.0000,-0.0125,-0.0225,12.7019,LAUNCH,-1.982196,-1.396852,4.110430,-2.567091,0.000000,0.000000,-0.000627,0.002281,-0.000468,0.001703,-0.000001,-0.012199,-0.022419,-0.000068,0.981680,0.572017,0.3025,0.0323,-0.0002,6.4889,0.7631,-0.0052,7.7987,1.0969,-0.0038,8.0730,-0.0057,-0.0033,0.000084,0.000472,-0.000440,0.000396,-0.000150,-0.000112,0.000128,-0.0000,8.0000,-0.0000,-0.7061,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],8.0757,8.0757,8.0757,-0.0057,-0.0033,343.0558,1,0.499723,6.4889,-0.0052,-0.7631,6.4889,-0.0052,-0.7631,6.4889,-8.0052,-0.7631,-0.000017,-0.010767,-0.019533,-0.0010,-0.6169,-1.1191,-0.000001,-0.012449,-0.022562,0.28723712,0.76995830,1200.0323,79.239776,-0.017455,-0.028897,0.001916,0.000198,-0.002482,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.000000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200,-1.6033,-1.5671,14.0811,14.2585,4393518.9089,4259900.6747,1795676.3018,1200.1615,1.3304,0.132231,7.5763,-0.511440,-29.3034,0.0477,0.1000,139.7677,16.3539,0.991457,-0.000030,0.130432,-0.000170,-0.0062,14.9891,-0.0205,-0.000006,-0.003552,-0.006734,-0.0004,-0.2035,-0.3858,1031.7419,0.3861,-0.9302,1031.2732,-0.8479,-0.3428,-0.0000,-0.0716,-0.1417,12.6571,LAUNCH,-1.813690,-1.275115,4.110001,-2.566048,0.000000,0.000000,-0.000757,0.002755,-0.000576,0.002093,-0.000005,-0.069869,-0.140604,-0.000147,0.960191,0.571938,1.3307,0.1615,-0.0010,14.1394,1.8391,-0.0090,8.3574,1.2551,0.0179,8.3093,0.0031,-0.0075,0.000103,0.000569,-0.000534,0.000482,-0.000181,-0.000138,0.000155,-0.0000,8.0000,-0.0000,-0.7049,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],8.3122,8.3122,8.3122,0.0031,-0.0075,343.0554,1,0.453252,14.1394,-0.0090,-1.8391,14.1394,-0.0090,-1.8391,14.1394,-8.0090,-1.8391,-0.000129,-0.061924,-0.122823,-0.0074,-3.5480,-7.0372,-0.000005,-0.071457,-0.141600,0.28723728,0.76995830,1200.1615,81.558568,0.069392,-0.070192,0.001910,-0.002758,-0.008194,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.060000,2.5539,45.767944,-0.562263,0.013166,0.000473,-0.126342,-0.002373,0.160894,0.002727,0.033825,0.009352,4393.530177,4259.903701,0.003018,0.030000,0.000293,-8.312506,0.027265
0.300,-2.4354,-2.3493,22.2927,22.5480,4393518.7072,4259900.4787,1795678.1165,1200.4058,3.1501,0.124001,7.1047,-0.338473,-19.3931,0.0697,0.1000,299.0618,23.9223,0.991516,-0.000152,0.129981,-0.001065,-0.0343,14.9369,-0.1276,-0.000037,-0.017995,-0.036593,-0.0021,-1.0310,-2.0966,1106.5205,6.8876,-3.5897,1107.3687,-0.9105,-0.3681,-0.0000,-0.3072,-0.6543,12.6094,LAUNCH,-1.702089,-1.192574,4.040906,-2.581646,0.000000,0.000000,-0.000766,0.002786,-0.000583,0.002122,-0.000021,-0.299185,-0.647666,-0.000231,0.937188,0.571853,3.1507,0.4058,-0.0013,22.3380,3.0704,0.0086,8.5562,1.3263,0.0532,8.9453,0.0557,-0.0290,0.000105,0.000576,-0.000541,0.000488,-0.000183,-0.000139,0.000157,-0.0000,8.0000,-0.0000,-0.7026,6.3445,0.0000,0.000000,0.000000,0.000000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,1.000000,[],8.9486,8.9484,8.9484,0.0557,-0.0290,343.0546,1,0.436363,22.3380,0.0086,-3.0704,22.3380,0.0086,-3.0704,22.3380,-7.9914,-3.0704,-0.000580,-0.266015,-0.567324,-0.0332,-15.2415,-32.5053,-0.000021,-0.306344,-0.652724,0.28723757,0.76995830,1200.4058,87.797830,0.585119,-0.281386,0.001879,-0.017200,-0.038054,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.300000,2.2602,57.287393,-0.166894,0.180785,0.000734,-0.034220,-0.048101,-0.001133,0.012907,1.600056,0.013064,4393.534731,4259.906422,-0.000346,0.030000,0.030000,-20.000000,-3.175361
0.400,-3.2831,-3.0986,30.7110,31.0411,4393518.4213,4259900.2059,1795680.7684,1200.7782,5.8049,0.115316,6.6071,-0.240325,-13.7696,0.0934,0.1000,536.4511,32.0402,0.991747,-0.000682,0.128107,-0.005027,-0.1564,14.7199,-0.6011,-0.000068,-0.063426,-0.139316,-0.0039,-3.6340,-7.9822,1066.5524,18.5945,-10.4543,1069.3280,-0.8792,-0.3554,0.0002,-0.6980,-1.7646,12.5606,LAUNCH,-1.658141,-0.839244,3.136033,-2.165382,0.198928,-0.722381,-0.072563,0.263910,-0.010944,0.039804,0.000189,-0.677485,-1.748019,-0.000318,0.913671,0.571767,5.8060,0.7782,0.0019,30.7316,4.3715,0.0608,8.2246,1.2491,0.0141,8.6557,0.1509,-0.0848,0.019296,0.015123,-0.020635,-0.014342,-0.017349,-0.002617,-0.000140,0.0000,8.0000,0.0000,-0.6957,7.3186,-0.0000,-0.039622,-0.007115,-0.000405,3.9310,0,1,0.0000,0.0000,0.046332,0.032102,-0.047142,-0.032912,1.000000,[],8.6604,8.6587,8.6587,0.1510,-0.0849,343.0534,1,0.443785,30.7316,0.0608,-4.3715,30.7316,0.0608,-4.3715,30.7316,-7.9392,-4.3715,0.005576,-0.604451,-1.531812,0.3195,-34.6325,-87.7664,0.000189,-0.694643,-1.758716,0.28723799,0.76995830,1200.7782,84.956702,1.519274,-0.829013,0.001849,-0.062631,-0.140777,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.300000,2.0830,57.343112,-0.004833,0.536087,-0.004683,-0.081169,0.020445,0.025041,0.006843,0.472035,-0.002974,4393.527905,4259.903573,0.007998,0.030000,-0.030000,-20.000000,-20.000000
0.500,-4.0901,-3.8618,38.7960,39.2016,4393518.0518,4259899.8589,1795684.2461,1201.2774,9.2830,0.103452,5.9274,-0.166722,-9.5525,0.1166,0.1166,835.8399,39.9947,0.992225,-0.002138,0.123360,-0.016340,-0.4890,14.1659,-1.9476,0.001673,-0.124184,-0.320576,0.0958,-7.1152,-18.3676,1026.3899,23.7305,-17.7540,1031.2702,-0.8479,-0.3428,0.0009,-0.5309,-2.0765,12.5137,LAUNCH,-1.600477,-0.351733,2.215954,-1.425550,0.287806,-1.044019,-0.173646,0.630850,-0.038215,0.138931,0.000895,-0.507167,-2.055511,-0.000401,0.891121,0.571684,9.2848,1.2774,0.0100,38.8000,5.5968,0.0746,8.1174,1.1655,-0.2556,8.3610,0.1933,-0.1446,0.049505,0.032343,-0.051168,-0.031866,-0.041221,-0.009116,-0.000297,0.0000,8.0000,0.0000,-0.6886,6.3440,-0.0002,-0.051908,-0.015389,-0.000314,3.9540,0,1,0.0000,0.0000,0.066982,0.036204,-0.067611,-0.036833,1.000000,[],8.3673,8.3638,8.3638,0.1934,-0.1447,343.0518,1,0.436853,38.8000,0.0746,-5.5968,38.8000,0.0746,-5.5969,38.8000,-7.9254,-5.5968,0.026327,-0.457216,-1.803697,1.5084,-26.1966,-103.3442,0.000895,-0.523782,-2.066957,0.28723854,0.76995830,1201.2774,82.065144,1.935250,-1.415460,0.003589,-0.123390,-0.322037,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.300000,2.0216,75.125533,-0.022066,0.533667,0.030295,0.038860,-0.089708,0.038442,-0.016982,-0.574983,-0.006894,4393.539279,4259.910279,-0.022222,-0.030000,-0.029996,-20.000000,-20.000000
0.600,-4.7479,-4.8489,46.7568,47.2467,4393517.6082,4259899.4261,1795688.5229,1201.8947,13.5593,0.089060,5.1028,-0.098464,-5.6416,0.1398,0.1398,1201.2800,47.9486,0.992545,-0.004585,0.116252,-0.036328,-1.0332,13.3228,-4.3129,0.004632,-0.153021,-0.474704,0.2654,-8.7674,-27.1985,1037.1314,19.1239,-23.0441,1043.9261,-0.8583,-0.3470,0.0013,-0.1030,-1.3526,12.4676,POWERED_ASCENT,-1.451681,-0.039675,1.253517,-0.644480,0.306963,-1.113914,-0.222475,0.807634,-0.066052,0.240001,0.001303,-0.082219,-1.335573,-0.000483,0.868961,0.571602,13.5619,1.8946,0.0080,46.7631,6.7402,-0.1762,8.2022,1.0969,-0.7240,8.4797,0.1564,-0.1884,0.067359,0.036841,-0.068857,-0.036549,-0.052401,-0.015706,-0.000301,0.0000,8.0000,0.0000,-0.6893,6.3439,-0.0002,-0.054630,-0.016646,-0.000632,4.0220,0,1,0.0000,0.0000,0.070643,0.037352,-0.071908,-0.038616,1.000000,[],8.4862,8.4826,8.4826,0.1564,-0.1885,343.0498,1,0.423190,46.7631,-0.1762,-6.7402,46.7631,-0.1762,-6.7403,46.7631,-8.1762,-6.7402,0.038777,-0.082412,-1.174048,2.2218,-4.7218,-67.2680,0.001303,-0.091894,-1.343385,0.28723921,0.76995830,1201.8947,83.230012,1.572779,-1.845019,0.006548,-0.152226,-0.476165,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.300000,2.4333,72.178873,0.072896,0.387150,0.036823,0.005125,-0.230468,0.058273,-0.020775,-0.803786,0.020733,4393.534027,4259.905975,-0.029999,-0.030000,-0.030000,-20.000000,-20.000000
0.700,-5.1493,-6.2273,54.7783,55.3711,4393517.1108,4259898.8760,1795693.5991,1202.6231,18.6363,0.075292,4.3139,-0.034701,-1.9882,0.1635,0.1635,1642.7170,56.0726,0.992127,-0.007502,0.108575,-0.061969,-1.6629,12.3868,-7.3287,0.010532,-0.143480,-0.540394,0.6034,-8.2208,-30.9623,1035.0533,7.2969,-27.4079,1043.9686,-0.8584,-0.3470,0.0031,0.2783,-0.1003,12.4211,POWERED_ASCENT,-1.265679,0.104523,0.374114,-0.032946,0.249260,-0.904881,-0.228056,0.827943,-0.062172,0.225776,0.003072,0.296204,-0.093363,-0.000565,0.846540,0.571519,18.6398,2.6231,-0.0406,54.8095,7.8163,-0.8864,8.2667,1.0216,-1.3053,8.4944,0.0599,-0.2249,0.067409,0.038674,-0.069228,-0.039018,-0.053582,-0.014736,-0.000541,-0.0000,8.0000,-0.0000,-0.6972,6.3437,0.0006,-0.049877,-0.007719,-0.000887,4.0110,0,1,0.0000,0.0000,0.056709,0.041270,-0.058484,-0.043045,1.000000,[],8.5005,8.4973,8.4973,0.0599,-0.2250,343.0474,1,0.406056,54.8095,-0.8864,-7.8163,54.8094,-0.8864,-7.8164,54.8095,-8.8864,-7.8163,0.088584,0.251689,-0.082820,5.0755,14.4207,-4.7453,0.003072,0.293807,-0.096194,0.28724001,0.76995829,1202.6231,83.374298,0.626348,-2.203262,0.012448,-0.142686,-0.541855,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.300000,2.1237,82.890909,0.097602,0.368355,0.047718,0.013437,-0.306556,0.062120,-0.002719,-0.930288,0.021636,4393.546456,4259.910787,-0.030000,-0.030000,-0.030000,-13.751189,-17.388891
0.800,-5.2173,-8.0768,62.8396,63.5710,4393516.5896,4259898.1647,1795699.4805,1203.4556,24.5226,0.064887,3.7178,0.018172,1.0412,0.1876,0.1876,2162.8223,64.3424,0.990839,-0.009961,0.101958,-0.087998,-2.2044,11.5542,-10.3735,0.021621,-0.109838,-0.490388,1.2388,-6.2933,-28.0971,1020.0903,-8.9795,-31.1717,1031.2881,-0.8480,-0.3428,0.0046,0.3818,1.0965,12.3740,POWERED_ASCENT,-1.095170,0.107506,-0.283324,0.292030,0.226639,-0.822875,-0.203352,0.738268,-0.012460,0.045221,0.004569,0.401113,1.089589,-0.000649,0.823846,0.571436,24.5265,3.4555,-0.1885,62.9191,8.8185,-2.1669,8.2798,0.9592,-1.8734,8.4035,-0.0740,-0.2568,0.049721,0.044458,-0.051686,-0.045175,-0.047760,-0.002944,-0.000671,-0.0000,8.0000,-0.0000,-0.7073,6.3435,0.0037,-0.041652,0.010566,-0.000925,4.0110,0,1,0.0000,0.0000,0.030162,0.051293,-0.032011,-0.053143,1.000000,[],8.4106,8.4063,8.4063,-0.0740,-0.2569,343.0448,1,0.387368,62.9191,-2.1669,-8.8185,62.9191,-2.1669,-8.8187,62.9191,-10.1669,-8.8185,0.129929,0.342426,0.959916,7.4444,19.6196,54.9991,0.004569,0.402075,1.090697,0.28724094,0.76995827,1203.4556,82.481977,-0.686787,-2.515823,0.023538,-0.109044,-0.491848,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.300000,2.2383,80.623940,0.111253,0.265120,0.059986,-0.012336,-0.381704,0.058342,0.016404,-1.033909,0.018421,4393.530664,4259.902983,-0.030000,-0.030000,-0.030000,-14.466021,-18.375325
0.900,-4.9421,-10.3699,70.8960,71.8206,4393516.0788,4259897.2459,1795706.1666,1204.3847,31.2217,0.058123,3.3302,0.053955,3.0914,0.2119,0.2119,2761.4461,72.7068,0.989201,-0.011161,0.096963,-0.109336,-2.5265,10.9173,-12.8560,0.034909,-0.079208,-0.359276,2.0001,-4.5383,-20.5850,1055.3889,-26.1480,-35.2062,1069.3577,-0.8793,-0.3554,0.0046,0.2291,1.6950,12.3265,POWERED_ASCENT,-0.969659,0.053407,-0.689567,0.351288,0.280148,-1.017324,-0.171912,0.623825,0.062910,-0.228218,0.004595,0.254421,1.673453,-0.000733,0.800965,0.571351,31.2237,4.3847,-0.4926,71.0416,9.7595,-4.0047,8.2969,0.9286,-2.3297,8.7278,-0.2162,-0.2911,0.024616,0.054831,-0.026466,-0.055458,-0.040343,0.014802,-0.000619,-0.0000,8.0000,-0.0000,-0.7150,6.3432,0.0105,-0.034841,0.029759,-0.000725,4.0170,0,1,0.0000,0.0000,0.004357,0.063874,-0.005807,-0.065324,1.000000,[],8.7383,8.7308,8.7308,-0.2163,-0.2912,343.0418,1,0.378472,71.0416,-4.0047,-9.7595,71.0416,-4.0047,-9.7598,71.0416,-12.0047,-9.7595,0.129907,0.211970,1.477044,7.4431,12.1450,84.6284,0.004595,0.254969,1.675832,0.28724200,0.76995822,1204.3847,85.663449,-2.082394,-2.852834,0.036825,-0.078413,-0.360737,0.043970,0.038890,0.003302,0.001916,0.000795,-0.001461,0.300000,2.3907,88.369530,0.126457,0.204870,0.079178,0.012959,-0.395738,0.049205,0.032043,-1.579863,0.031943,4393.544149,4259.905665,-0.030000,-0.030000,-0.030000,-4.843354,-15.547327
